_id,TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
7125,NDAA-9C6M25,20180801,Routine,2,3,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7126,NDAA-9C6M25,20180313,Follow-Up,0,0,,Low
7127,NDAA-9C6M25,20180312,Follow-Up,0,0,,Low
7128,NDAA-9C6M25,20180312,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
7129,NDAA-9C6M25,20171208,Follow-Up,0,0,,Low
7130,NDAA-9C6M25,20171127,Routine,2,5,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
7131,NDAA-9C6M25,20170707,Follow-Up,0,0,,Low
7132,NDAA-9C6M25,20170706,Routine,2,2,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7133,NDAA-9C6M25,20170314,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7134,SHEN-AP8NJL,20190730,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7135,SHEN-AP8NJL,20180829,Routine,0,0,,Low
7136,SHEN-AP8NJL,20180320,Follow-Up,0,0,,Low
7137,SHEN-AP8NJL,20180314,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7138,SHEN-AP8NJL,20170705,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7139,SHEN-AP8NJL,20170519,Follow-Up,0,0,,Low
7140,SWOD-AFGPCU,20200109,Follow-Up,0,0,,Low
7141,SWOD-AFGPCU,20200102,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7142,SWOD-AFGPCU,20190916,Routine,3,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
7143,SWOD-AFGPCU,20190515,Follow-Up,0,0,,Low
7144,SWOD-AFGPCU,20190514,Follow-Up,0,0,,Low
7145,SWOD-AFGPCU,20190513,Routine,4,5,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7146,SWOD-AFGPCU,20190123,Follow-Up,0,0,,Low
7147,SWOD-AFGPCU,20190122,Routine,3,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Moderate
7148,SWOD-AFGPCU,20180912,Follow-Up,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7149,SWOD-AFGPCU,20180910,Follow-Up,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7150,SWOD-AFGPCU,20180906,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
7151,SWOD-AFGPCU,20180216,Routine,0,0,,Low
7152,SWOD-AFGPCU,20171116,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat",Low
7153,SWOD-AFGPCU,20170411,Follow-Up,0,0,,Low
7154,SWOD-AFGPCU,20170407,Routine,2,7,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat",High
7155,SWOD-AFGPCU,20170131,Routine,2,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7156,HCAR-BQDTVY,20200528,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7157,HCAR-BQDTVY,20200528,Follow-Up,0,0,,Low
7158,SHEN-APNR78,20200728,Follow-Up,0,0,,Low
7159,SHEN-APNR78,20200722,Follow-Up,0,0,,Low
7160,SHEN-APNR78,20200721,Routine,2,2,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
7161,SHEN-APNR78,20191125,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7162,SHEN-APNR78,20190717,Follow-Up,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7163,SHEN-APNR78,20190612,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7164,SHEN-APNR78,20190117,Follow-Up,0,0,,Low
7165,SHEN-APNR78,20190116,Routine,2,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7166,SHEN-APNR78,20180925,Routine,0,0,,Low
7167,SHEN-APNR78,20180215,Routine,2,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7168,SHEN-APNR78,20171107,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
7169,SHEN-APNR78,20170728,Follow-Up,0,0,,Low
7170,SHEN-APNR78,20170712,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
7171,SHEN-APNR78,20170628,Follow-Up,0,0,,Low
7172,GEDS-7FBP3Q,20200130,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7173,GEDS-7FBP3Q,20190920,Follow-Up,0,0,,Low
7174,GEDS-7FBP3Q,20190919,Routine,1,4,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
7175,GEDS-7FBP3Q,20190222,Follow-Up,0,0,,Low
7176,GEDS-7FBP3Q,20190208,Routine,2,4,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
7177,GEDS-7FBP3Q,20181002,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
7178,GEDS-7FBP3Q,20180315,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7179,GEDS-7FBP3Q,20171127,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
7180,GEDS-7FBP3Q,20170622,Follow-Up,0,0,,Low
7181,GEDS-7FBP3Q,20170621,Routine,4,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
7182,GEDS-7FBP3Q,20170427,Follow-Up,0,0,,Low
7183,GEDS-7FBP3Q,20170320,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7184,HCAR-BJTP2Z,20200214,Follow-Up,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
7185,HCAR-BJTP2Z,20200103,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Moderate
7186,HCAR-BJTP2Z,20191204,Follow-Up,0,0,,Low
7187,A019121,20200630,Routine,0,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
7188,A019121,20191206,Follow-Up,0,0,,Low
7189,A019121,20191204,Follow-Up,0,0,,Low
7190,A019121,20191203,Follow-Up,2,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7191,A019121,20191203,Follow-Up,1,0,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat",High
7192,A019121,20191119,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Moderate
7193,A019121,20190515,Follow-Up,0,0,,Low
7194,A019121,20190514,Routine,3,5,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",High
7195,A019121,20181003,Routine,2,5,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Moderate
7196,A019121,20180410,Routine,4,2,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Moderate
7197,A019121,20171204,Follow-Up,0,0,,Low
7198,A019121,20171129,Routine,2,3,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
7199,A019121,20170509,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7200,HCAR-B6KRT3,20200218,Routine,0,0,,Low
7201,HCAR-B6KRT3,20190603,Routine,3,0,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7202,HCAR-B6KRT3,20181024,Routine,0,0,,Low
7203,ACAK-8VLMLT,20201006,Follow-Up,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7204,ACAK-8VLMLT,20200825,Routine,4,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7205,ACAK-8VLMLT,20191121,Follow-Up,0,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7206,ACAK-8VLMLT,20191022,Routine,2,2,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
7207,ACAK-8VLMLT,20190411,Follow-Up,0,0,,Low
7208,ACAK-8VLMLT,20190409,Routine,4,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",High
7209,ACAK-8VLMLT,20181011,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7210,ACAK-8VLMLT,20180504,Follow-Up,0,0,,Low
7211,ACAK-8VLMLT,20180430,Follow-Up,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7212,ACAK-8VLMLT,20180424,Routine,2,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
7213,ACAK-8VLMLT,20170725,Follow-Up,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7214,ACAK-8VLMLT,20170713,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7215,ACAK-8VLMLT,20170406,Follow-Up,0,0,,Low
7216,ACAK-8VLMLT,20170404,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",High
7217,NDAA-8ZMPNB,20200306,Routine,0,1,"502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
7218,NDAA-8ZMPNB,20191209,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7219,NDAA-8ZMPNB,20190905,Follow-Up,0,1,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
7220,NDAA-8ZMPNB,20190806,Routine,2,5,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|403,Not Critical,Employee lacks good personal hygiene, clean clothing and hair control [s. 21(1)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
7221,NDAA-8ZMPNB,20190321,Routine,0,0,,Low
7222,NDAA-8ZMPNB,20181211,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
7223,NDAA-8ZMPNB,20180719,Follow-Up,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7224,NDAA-8ZMPNB,20180622,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7225,NDAA-8ZMPNB,20180621,Routine,5,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
7226,NDAA-8ZMPNB,20180207,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7227,NDAA-8ZMPNB,20170817,Follow-Up,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
7228,NDAA-8ZMPNB,20170810,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
7229,NDAA-8ZMPNB,20170412,Follow-Up,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
7230,NDAA-8ZMPNB,20170406,Routine,4,2,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
7231,A018996,20200910,Routine,0,0,,Low
7232,A018996,20200818,Routine,0,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
